Query,QL,BM25,improv,DPR,improv
1110678,0.4205085740272624,0.3261943268993019,-0.22428614528522292,0.020146254629644728,-0.9520907399421098
1113256,0.4953413647064863,0.4969232605996407,0.0031935469271615006,0.46509010615377283,-0.06107153714214605
1115210,0.09146595719903892,0.08866063866064705,-0.030670630082482213,0.0650656814449918,-0.2886349912306448
1116380,0.0395727237495314,0.011053980666206602,-0.7206666709076982,0.058742723906224086,0.48442458189195753
1119543,0,0,0,0,0
1121353,0.25567967250559337,0.2348948644249195,-0.08129237603047686,0.10015765746649506,-0.6082689856218273
1122767,0.3459773900193693,0.3234668025512398,-0.06506375305874545,0.205151655603609,-0.4070373916858447
1127540,0.2692621676294591,0.27636999511643406,0.02639742355768411,0.17050995757664866,-0.3667511515717527
1131069,0.028814935064935068,0.08562271062271062,1.9714698447092809,0.21428571428571427,6.436619718309858
1132532,0.16660184164055203,0.10436807720933666,-0.3735478780930069,0.24421185900342013,0.46584129322119866
1133579,0.6676571704934194,0.6666206944940098,-0.0015524075007591152,0.7530350709728337,0.1278768569448859
1136043,0.09764980417564952,0.1569245219245152,0.6070131757995553,0.36953322238041814,2.784269978828764
1136047,0.06661288243014356,0.04635103246543953,-0.3041731452764033,0.06231929042263009,-0.06445588076774979
1136769,0,0,0,0,0
1136962,0.46892396951648474,0.48785926289122317,0.04038030598918396,0.4198975992349076,-0.1045507874808128
all,0.19517608020742644,0.18860628312322483,-0.033660872158204284,0.2091196575682875,0.07144101544637177
